VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract;Descuentos;Precio Final
1V2VMPE87P;Clark;Camas;WA;98607;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;18;249841287;POINT (-122.405565 45.59009);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041328;25842;44058
5YJSA1DN8D;King;Bellevue;WA;98004;2013;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;48;225083967;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024001;0;69900
1G1FX6S04P;King;Tukwila;WA;98188;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;11;244174514;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;5186;31614
2C4RC1L71P;King;Seatac;WA;98148;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;69900;33;235297114;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028500;21612;48288
LYVBR0DL2J;Kitsap;Bremerton;WA;98310;2018;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;52900;23;240710669;POINT (-122.611365 47.575195);PUGET SOUND ENERGY INC;53035080400;0;52900
5YJ3E1EA2J;King;Shoreline;WA;98133;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;32;200877806;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020900;6548;63352
YV1H60EP3N;King;Bellevue;WA;98005;2022;VOLVO;V60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;41;69900;41;199228263;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023401;24715;45185
WBY1Z2C55F;King;Bellevue;WA;98006;2015;BMW;I3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;81;44100;41;2383209;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024901;15772;28328
WAUUPBFF6G;Kitsap;Silverdale;WA;98383;2016;AUDI;A3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;31950;35;232184557;POINT (-122.668076 47.665978);PUGET SOUND ENERGY INC;53035091302;5072;26878
7SAYGDEEXP;King;Kirkland;WA;98033;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;48;244470019;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022603;7590;36510
1N4BZ0CP0G;King;Seattle;WA;98112;2016;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;69900;43;174472854;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006400;10807;59093
5YJ3E1EA0P;King;Kirkland;WA;98034;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;251617593;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022003;6878;63022
5YJ3E1EB3M;Clark;Vancouver;WA;98663;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;49;212155450;POINT (-122.666325 45.641205);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041003;12102;19848
1C4JJXN64P;King;Tukwila;WA;98188;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;36800;11;236357026;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;10231;26569
7SAYGDEE0P;King;Kirkland;WA;98034;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;1;229790746;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022300;26722;43178
1G1FY6S01P;King;Tukwila;WA;98188;2023;CHEVROLET;BOLT EUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;238956504;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;23550;46350
3FA6P0SU6F;King;Covington;WA;98042;2015;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;69900;47;135831601;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031705;18307;51593
YV4ED3GMXP;King;Redmond;WA;98052;2023;VOLVO;C40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;48;233329176;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022606;17587;26513
5YJYGDEE7M;King;Kirkland;WA;98034;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;150231679;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904;6260;63640
KMHC75LD2K;Clark;Vancouver;WA;98664;2019;HYUNDAI;IONIQ;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;29;36800;49;144211728;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041208;11914;24886
1V2GNPE87P;King;Seattle;WA;98146;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;34;235265446;POINT (-122.355145 47.505655);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033012100;8315;61585
1G1FX6S03P;King;Tukwila;WA;98188;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;255302925;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;21222;48678
7SAYGDEE5P;Clark;Battle Ground;WA;98604;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;18;260075889;POINT (-122.53218 45.77945);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040414;9451;60449
KNDCE3LG1K;King;Seattle;WA;98125;2019;KIA;NIRO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;69900;46;2082874;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000700;6805;63095
5YJYGDEE9M;King;Kirkland;WA;98034;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;1;183487664;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022203;24759;45141
1G1FX6S06H;Clark;Vancouver;WA;98661;2017;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;69900;49;127437579;POINT (-122.641835 45.638545);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011042602;6097;63803
WA1CAAGE0R;King;Seattle;WA;98177;2024;AUDI;Q8;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;32;258476508;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000500;21969;37931
5YJ3E1EAXK;King;Seattle;WA;98125;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;52900;46;477963069;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000102;18508;34392
WMZ23BS02M;King;Seattle;WA;98125;2021;MINI;COUNTRYMAN;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;69900;46;133792718;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001202;27143;42757
5YJ3E1EBXK;King;Kirkland;WA;98033;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;69900;45;344284069;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022401;12394;57506
5YJ3E1EA8N;King;Seatac;WA;98148;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;33;220298270;POINT (-122.32863 47.46233);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028500;21470;48430
7SAYGDEE5P;King;Kirkland;WA;98034;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;45;230876376;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904;12402;24398
5YJXCAE23K;King;Bellevue;WA;98004;2019;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;69900;41;102358455;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023902;26812;43088
KNDJX3AE6G;Kitsap;Bainbridge Island;WA;98110;2016;KIA;SOUL;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;93;31950;23;8861044;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090901;0;31950
1G1FX6S00P;King;Tukwila;WA;98188;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;11;251196858;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;19350;40550
1N4AZ0CP7F;King;Redmond;WA;98052;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;59900;48;204754364;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022605;11207;48693
5YJXCBE2XJ;King;Bellevue;WA;98005;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;59900;41;475270855;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023601;15598;44302
KNDC3DLC0N;King;Seattle;WA;98125;2022;KIA;EV6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;46;213385896;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000300;9750;27050
3FMTK4SX0N;King;Enumclaw;WA;98022;2022;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;31;218629204;POINT (-121.98953 47.20347);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031400;7542;29258
WB523CF03R;King;Bothell;WA;98011;2024;BMW;IX;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;1;251184174;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022001;17794;52106
7SAYGDEF8N;King;Renton;WA;98059;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;219037150;POINT (-122.15734 47.487175);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025602;21730;48170
5YJYGDEE8L;King;Seattle;WA;98125;2020;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;291;31950;46;127356918;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001202;5634;26316
7SAYGDEEXP;Clark;Vancouver;WA;98664;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;49;244313016;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041208;21411;48489
2C4RC1N77J;King;Seattle;WA;98125;2018;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;33;69900;46;477263902;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001202;23322;46578
KNDC3DLC6N;Clark;Vancouver;WA;98664;2022;KIA;EV6;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;49;199493262;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041205;6493;30307
3FA6P0SU4K;King;Renton;WA;98059;2019;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;59900;11;253720617;POINT (-122.15734 47.487175);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025602;5083;54817
7SAYGDED1P;King;Duvall;WA;98019;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;36800;45;261446979;POINT (-121.9810747 47.7377962);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032402;5010;31790
JTJAAAAB7P;Thurston;Olympia;WA;98506;2023;LEXUS;RZ 450E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;22;257854397;POINT (-122.8874781 47.0519573);PUGET SOUND ENERGY INC;53067010200;6616;63284
JN1AZ0CP6B;Clark;Vancouver;WA;98685;2011;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;44100;18;100525113;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040909;11592;32508
JTMABABAXP;King;Tukwila;WA;98188;2023;SUBARU;SOLTERRA;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;252320022;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;22152;47748
2C4RC1L74P;King;Tukwila;WA;98188;2023;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;44100;11;238058187;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;7131;36969
7SAYGDEE6P;King;Bellevue;WA;98005;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;48;254933472;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022805;7631;52269
5YJSA1E24M;King;Seattle;WA;98178;2021;TESLA;MODEL S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;44100;37;251210151;POINT (-122.234385 47.494545);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033011902;13578;30522
7SAYGDEE9P;King;Burien;WA;98168;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;33;228729595;POINT (-122.286465 47.476);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033027400;6097;25853
1G1FZ6S05N;King;Kirkland;WA;98034;2022;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;45;209287424;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022003;8712;61188
5UXTA6C05P;King;Redmond;WA;98052;2023;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;31950;48;218950259;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022902;7265;24685
JTDKARFP5H;King;Kent;WA;98030;2017;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;69900;47;216569419;POINT (-122.199755 47.37483);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029507;12540;57360
JHMZC5F11L;Kitsap;Olalla;WA;98359;2020;HONDA;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;47;69900;26;141818904;POINT (-122.54483 47.41801);PUGET SOUND ENERGY INC;53035092803;16923;52977
1N4AZ0CP2D;Clark;Vancouver;WA;98686;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;52900;49;110288027;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040803;17748;35152
5YJXCDE28J;King;Renton;WA;98058;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;69900;11;332585480;POINT (-122.1298876 47.4451257);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025803;10342;59558
WBY1Z8C55H;King;Seattle;WA;98115;2017;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;97;59900;43;348456916;POINT (-122.3185 47.67949);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004500;17723;42177
1C4JJXP60P;King;Tukwila;WA;98188;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;11;228740613;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;26765;43135
7SAYGDEE8N;King;Kirkland;WA;98034;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;45;213762076;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022005;15812;44088
JTMABACA2P;King;Seattle;WA;98133;2023;TOYOTA;BZ4X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;46;254847484;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000300;19049;50851
WP0AA2Y12P;King;Bellevue;WA;98005;2023;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;48;258460604;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023702;13145;46755
5YJ3E1EA4J;King;Covington;WA;98042;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;52900;47;103906253;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031705;4506;48394
1FADP5CUXF;King;Kent;WA;98042;2015;FORD;C-MAX;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;69900;47;203663547;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031704;23443;46457
JTMABABA5P;King;Tukwila;WA;98188;2023;SUBARU;SOLTERRA;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;11;244369331;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;24995;44905
1N4AZ0CPXF;King;Kirkland;WA;98034;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;31950;45;2640732;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021903;3971;27979
5YJ3E1EC6N;King;Auburn;WA;98092;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;47;199229117;POINT (-122.1820969 47.3198995);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029602;9999;59901
5YJ3E1EB5J;Jefferson;Port Townsend;WA;98368;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;59900;24;139472161;POINT (-122.7644197 48.1195874);BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY;53031950603;7661;52239
1G1FY6S05P;King;Tukwila;WA;98188;2023;CHEVROLET;BOLT EUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;59900;11;228588503;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200;8526;51374
WP0AC2Y12M;King;Bellevue;WA;98004;2021;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;192;59900;48;171550158;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024002;10134;49766
5YJXCAE20L;Clark;Vancouver;WA;98686;2020;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;293;69900;17;117688588;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040812;16449;53451
7SAYGDEE9N;King;Redmond;WA;98052;2022;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;48;213557746;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032325;23047;46853
5YJ3E1EB5K;Clark;Vancouver;WA;98686;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;69900;17;329504045;POINT (-122.6483953 45.7010427);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040812;15715;54185
5UXTA6C06P;King;Bellevue;WA;98007;2023;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;52900;48;225728975;POINT (-122.147385 47.599975);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023300;19369;33531
1N4BZ1CP0K;Cowlitz;Longview;WA;98632;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;59900;19;476824575;POINT (-122.9379953 46.1372997);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015000400;11513;48387
5YJ3E1EA0M;King;Seattle;WA;98109;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;31950;36;179342516;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007002;9000;22950
5YJ3E1EBXJ;King;Kirkland;WA;98033;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;48;475961237;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022604;17557;52343
